word,level,pos,thai,definition
inflation,B2,noun,เงินเฟ้อ,"An act, instance of, or state of expansion or increase in size, especially by injection of a gas."
inflict,C1,verb,ก่อให้เกิดความเสียหาย,To thrust upon; to impose.
influential,C1,adjective,มีอิทธิพล,A person who has influence
info,B2,noun,ข้อมูล,Information.
infrastructure,B2,noun,โครงสร้างพื้นฐาน,(systems theory) An underlying base or foundation especially for an organization or system.
inhabitant,B2,noun,ผู้อยู่อาศัย,Someone or thing who lives in a place.
inherent,C1,adjective,โดยธรรมชาติ,Naturally as part or consequence of something.
inherit,B2,verb,สืบทอด,To take possession of as a right (especially in Biblical translations).
inhibit,C1,verb,ยับยั้ง,To hold in or hold back; to keep in check; restrain.
initiate,C1,verb,เริ่มต้น,A new member of an organization.
inject,C1,verb,ฉีด,"To push or pump (something, especially fluids) into a cavity or passage."
injection,C1,noun,การฉีด,"The act of injecting, or something that is injected."
injustice,C1,noun,ความอยุติธรรม,Absence of justice; unjustice.
ink,B2,noun,หมึก,"A pigment (or dye)-based fluid used for writing, printing etc."
inmate,C1,noun,นักโทษ,A person confined to an institution such as a prison (as a convict) or hospital (as a patient).
innovation,B2,noun,นวัตกรรม,"The act of innovating; the introduction of something new, in customs, rites, etc."
innovative,B2,adjective,นวัตกรรม,Characterized by the creation of new ideas or inventions.
input,B2,noun,ป้อนข้อมูล,The act or process of putting in; infusion.
insert,B2,verb,แทรก,An image inserted into text.
insertion,C1,noun,การแทรก,"The act of inserting, or something inserted."
insider,C1,noun,คนวงใน,"A person who has special knowledge about the inner workings of a group, organization, or institution."
inspect,C1,verb,ตรวจสอบ,"To examine critically or carefully; especially, to search out problems or determine condition; to scrutinize."
inspection,C1,noun,การตรวจสอบ,"The act of examining something, often closely."
inspector,B2,noun,ผู้ตรวจสอบ,A person employed to inspect something.
inspiration,C1,noun,แรงบันดาลใจ,"The drawing of air into the lungs, accomplished in mammals by elevation of the chest walls and flattening of the diaphragm, as part of the act of respiration."
installation,B2,noun,การติดตั้ง,An act of installing.
instant,B2,adjective,ทันที,A very short period of time; a moment.
instantly,B2,adverb,ทันที,At once; without delay.
instinct,C1,noun,สัญชาตญาณ,A natural or inherent impulse or behaviour.
institutional,C1,adjective,สถาบัน,"Of, pertaining to, characteristic of, or organized along the lines of an institution."
instruct,C1,verb,สั่งสอน,Instruction.
instrumental,C1,adjective,เครื่องดนตรี,(grammar) The instrumental case.
insufficient,C1,adjective,ไม่เพียงพอ,Not sufficient.
insult,C1,noun/verb,สบประมาท,Action or form of speech deliberately intended to be rude; a particular act or statement having this effect.
intact,C1,adjective,สมบูรณ์,"Left complete or whole; not touched, defiled, sullied or otherwise damaged"
intake,C1,noun,การรับเข้า,"The place where water, air or other fluid is taken into a pipe or conduit; opposed to outlet."
integral,C1,adjective,อินทิกรัล,"A number, the limit of the sums computed in a process in which the domain of a function is divided into small subsets and a possibly nominal value of the function on each subset is multiplied by the measure of that subset, all these products then being summed."
integrate,B2,verb,บูรณาการ,To form into one whole; to make entire; to complete; to renew; to restore; to perfect.
integrated,C1,adjective,บูรณาการ,To form into one whole; to make entire; to complete; to renew; to restore; to perfect.
integration,C1,noun,การบูรณาการ,The act or process of making whole or entire.
integrity,C1,noun,ความซื่อสัตย์,Steadfast adherence to a strict moral or ethical code.
intellectual,B2,adjective,สติปัญญา,"An intelligent, learned person, especially one who discourses about learned matters."
intellectual,C1,noun,สติปัญญา,"An intelligent, learned person, especially one who discourses about learned matters."
intensify,C1,verb,กระชับ,To render more intense
intensity,C1,noun,ความเข้มข้น,The quality of being intense.
intensive,C1,adjective,เข้มข้น,Form of a word with a stronger or more forceful sense than the root on which the intensive is built.
intent,C1,noun,เจตนา,A purpose; something that is intended.
interact,B2,verb,มีปฏิสัมพันธ์,"A short act or piece between others, as in a play; a break between acts."
interaction,B2,noun,ปฏิสัมพันธ์,The situation or occurrence in which two or more objects or events act upon one another to produce a new effect; the effect resulting from such a situation or occurrence.
interactive,C1,adjective,โต้ตอบ,A feature (as in a museum) that can be interacted with.
interface,C1,noun,อินเทอร์เฟซ,The point of interconnection or contact between entities.
interfere,C1,verb,รบกวน,"To get involved or involve oneself, causing disturbance."
interference,C1,noun,การรบกวน,"The act of interfering with something, or something that interferes."
interim,C1,adjective,ชั่วคราว,A transitional or temporary period between other events.
interior,C1,adjective/noun,ภายใน,"The inside of a building, container, cavern, or other enclosed structure."
intermediate,C1,adjective,ระดับกลาง,Anything in an intermediate position.
interpretation,B2,noun,การตีความ,An act of interpreting or explaining what is obscure; a translation; a version; a construction.
interval,B2,noun,ช่วงเวลา,A distance in space.
intervene,C1,verb,แทรกแซง,"To become involved in a situation, so as to alter or prevent an action."
intervention,C1,noun,การแทรกแซง,The action of intervening; interfering in some course of events.
intimate,C1,adjective,ใกล้ชิด,A very close friend.
intriguing,C1,adjective,น่าสนใจ,To conceive or carry out a secret plan intended to harm; to form a plot or scheme.
invade,B2,verb,บุก,To move into.
invasion,B2,noun,การรุกราน,"A military action consisting of armed forces of one geopolitical entity entering territory controlled by another such entity, generally with the objective of conquering territory or altering the established government."
investigator,C1,noun,นักสืบ,One who investigates.
investor,B2,noun,นักลงทุน,A person who invests money in order to make a profit.
invisible,C1,adjective,ล่องหน,"An invisible person or thing; specifically, God, the Supreme Being."
invoke,C1,verb,เรียกใช้,"To call upon (a person, a god) for help, assistance or guidance."
involvement,C1,noun,การมีส่วนร่วม,"The act of involving, or the state of being involved."
ironic,C1,adjective,ประชดประชัน,Characterized by or constituting (any kind of) irony.
ironically,C1,adverb,ประชดประชัน,(manner) In an ironic manner; in a way displaying irony.
irony,C1,noun,การประชดประชัน,"A statement that, when taken in context, may actually mean something different from, or the opposite of, what is written literally; the use of words expressing something other than their literal intention, often in a humorous context."
irrelevant,C1,adjective,ไม่เกี่ยวข้อง,"Not related, not applicable, unimportant, not connected."
isolate,B2,verb,แยก,Something that has been isolated.
isolated,B2,adjective,โดดเดี่ยว,To set apart or cut off from others.
isolation,C1,noun,การแยกตัว,"The state of being isolated, detached, or separated."
jail,B2,noun/verb,คุก,"A place or institution for the confinement of persons held in lawful custody or detention, especially for minor offenses or with reference to some future judicial proceeding."
jet,B2,noun,เครื่องบินเจ็ท,"A collimated stream, spurt or flow of liquid or gas from a pressurized container, an engine, etc."
joint,B2,adjective/noun,ร่วมกัน,"The point where two components of a structure join, but are still able to rotate."
journalism,B2,noun,วารสารศาสตร์,The activity or profession of being a journalist.
judicial,C1,adjective,ตุลาการ,That branch of government which is responsible for maintaining the courts of law and for the administration of justice.
junction,C1,noun,จุดเชื่อมต่อ,"The act of joining, or the state of being joined."
jurisdiction,C1,noun,เขตอำนาจศาล,"The power, right, or authority to interpret and apply the law."
jury,B2,noun,คณะลูกขุน,A group of individuals chosen from the general population to hear and decide a case in a court of law.
just,C1,adjective,แค่,"Factually right, correct; factual."
justification,C1,noun,เหตุผล,"A reason, explanation, or excuse which provides convincing, morally acceptable support for behavior or for a belief or occurrence."
kidnap,C1,verb,การลักพาตัว,"The crime, or an instance, of kidnapping."
kidney,C1,noun,ไต,"An organ in the body that filters the blood, producing urine."
kingdom,C1,noun,ราชอาณาจักร,A realm having a king and/or queen as its actual or nominal sovereign.
kit,B2,noun,ชุด,"A circular wooden vessel, made of hooped staves."
lad,C1,noun,เด็กหนุ่ม,A boy or young man.
ladder,B2,noun,บันไดปีน,"A frame, usually portable, of wood, metal, or rope, used for ascent and descent, consisting of two side pieces to which are fastened rungs (cross strips or rounds acting as steps)."
landing,B2,noun,ลงจอด,"To descend to a surface, especially from the air."
landlord,C1,noun,เจ้าของบ้าน,"A person who owns and rents land such as a house, apartment, or condo."
landmark,C1,noun,สถานที่สำคัญ,"An object that marks the boundary of a piece of land (usually a stone, or a tree)."
lane,B2,noun,เลน,"(used in street names) A road, street, or similar thoroughfare."
lap,C1,noun,รอบ,The loose part of a coat; the lower part of a garment that plays loosely; a skirt; an apron.
large-scale,C1,adjective,ขนาดใหญ่,"Large in amount, scope or extent."
laser,C1,noun,เลเซอร์,"A device that produces a monochromatic, coherent beam of light."
lately,B2,adverb,เมื่อเร็วๆ นี้,Recently; not long ago; of late.
latter,C1,adjective/noun,หลัง,Relating to or being the second of two items.
lawn,C1,noun,สนามหญ้า,An open space between woods.
lawsuit,C1,noun,คดีความ,"In civil law, a case where two or more people disagree and one or more of the parties take the case to a court for resolution."
layout,C1,noun,เค้าโครง,A structured arrangement of items within certain limits.
leaflet,B2,noun,แผ่นพับ,One of the components of a compound leaf.
leak,C1,verb/noun,รั่ว,"A crack, crevice, fissure, or hole which admits water or other fluid, or lets it escape."
leap,C1,verb/noun,เผ่น,The act of leaping or jumping.
legacy,C1,noun,มรดก,Money or property bequeathed to someone in a will.
legend,B2,noun,ตำนาน,An unrealistic story depicting past events.
legendary,C1,adjective,ตำนาน,"A collection of legends, in particular of lives of saints."
legislation,C1,noun,กฎหมาย,The act of legislating; preparation and enactment of laws; the laws enacted.
legislative,C1,adjective,ฝ่ายนิติบัญญัติ,"That branch of government which is responsible for making, or having the power to make, a law or laws."
legislature,C1,noun,สภานิติบัญญัติ,"A governmental body with the power to make, amend and repeal laws."
legitimate,C1,adjective,ถูกต้องตามกฎหมาย,A person born to a legally married couple.
lengthy,C1,adjective,ยาว,"Having length; long and overextended, especially in time rather than dimension."
lens,B2,noun,เลนส์,"An object, usually made of glass, that focuses or defocuses the light that passes through it."
lesbian,C1,adjective,เลสเบี้ยน,"A homosexual woman, one who is mostly or exclusively sexually or romantically attracted to other women."
lesser,C1,adjective,น้อยกว่า,"A thing that is of smaller size, value, importance etc."
lethal,C1,adjective,อันตรายถึงชีวิต,Any weapon that causes death.
liable,C1,adjective,รับผิดชอบ,Bound or obliged in law or equity; responsible; answerable.
liberal,C1,adjective/noun,เสรีนิยม,"One with liberal views, supporting individual liberty (see Wikipedia's article on Liberalism)."
liberation,C1,noun,การปลดปล่อย,The act of liberating or the state of being liberated.
liberty,C1,noun,เสรีภาพ,The condition of being free from control or restrictions.
license,C1,verb,ใบอนุญาต,A legal document giving official permission to do something; a permit.
lifelong,C1,adjective,ตลอดชีวิต,Extending for the entire duration of life.
lifetime,B2,noun,ตลอดชีวิต,The duration of the life of someone or something.
lighting,B2,noun,แสงสว่าง,To start (a fire).
likelihood,C1,noun,ความน่าจะเป็น,The probability of a specified outcome; the chance of something happening; probability; the state or degree of being probable.
likewise,B2,adverb,เช่นเดียวกัน,(manner) In a similar manner.
limb,C1,noun,แขนขา,"A major appendage of human or animal, used for locomotion (such as an arm, leg or wing)."
limitation,B2,noun,ข้อจำกัด,The act of limiting or the state of being limited.
line-up,C1,noun,รายชื่อ,"A physical or photographic queue of people allegedly involved in a crime, allowing a witness to identify them"
linear,C1,adjective,เชิงเส้น,Having the form of a line; straight or roughly straight; following a direct course.
linger,C1,verb,ยังคงอยู่,"To stay or remain in a place or situation, especially as if unwilling to depart or not easily able to do so; to loiter."
listing,C1,noun,รายการ,To create or recite a list.
literacy,C1,noun,การรู้หนังสือ,The ability to read and write.
literally,B2,adverb,อย่างแท้จริง,Word for word; not figuratively; not as an idiom or metaphor
literary,B2,adjective,วรรณกรรม,Relating to literature.
litre,B2,noun,ลิตร,"The metric unit of fluid measure, equal to one cubic decimetre. Symbols: l, L, ℓ"
litter,B2,noun,ขยะ,"A platform mounted on two shafts, or a more elaborate construction, designed to be carried by two (or more) people to transport one (in luxury models sometimes more) third person(s) or (occasionally in the elaborate version) a cargo, such as a religious idol."
liver,C1,noun,ตับ,"A large organ in the body that stores and metabolizes nutrients, destroys toxins and produces bile. It is responsible for thousands of biochemical reactions."
lobby,C1,noun/verb,ล็อบบี้,An entryway or reception area; vestibule; passageway; corridor.
log,C1,noun/verb,บันทึก,"The trunk of a dead tree, cleared of branches."
logic,C1,noun,ตรรกะ,a way of thinking or explaining something; the science of reasoning using formal methods; sensible reasons for doing something
logo,B2,noun,โลโก้,A visual symbol or emblem that acts as a trademark or a means of identification of a company or organization.
long-standing,C1,adjective,ยาวนาน,Having existed for a long time.
long-time,C1,adjective,เป็นเวลานาน,Having endured for a long period of time.
loom,C1,verb,เครื่องทอผ้า,A utensil; tool; a weapon; (usually in compound) an article in general.
loop,C1,noun,วนซ้ำ,"A length of thread, line or rope that is doubled over to make an opening."
lottery,B2,noun,ลอตเตอรี่,"A scheme for the distribution of prizes by lot or chance, especially a gaming scheme in which one or more tickets bearing particular numbers draw prizes, the other tickets are blanks."
loyal,B2,adjective,ซื่อสัตย์,Having or demonstrating undivided and constant support for someone or something.
loyalty,C1,noun,ความภักดี,The state of being loyal; fidelity.
lyric,B2,noun,เนื้อเพลง,A lyric poem.
machinery,C1,noun,เครื่องจักร,"The machines constituting a production apparatus, in a plant etc., collectively."
magical,C1,adjective,เวทมนตร์,Of or relating to magic.
magistrate,C1,noun,ผู้พิพากษา,"A judicial officer with limited authority to administer and enforce the law. A magistrate's court may have jurisdiction in civil or criminal cases, or both."
magnetic,C1,adjective,แม่เหล็ก,"Of, relating to, operating by, or caused by magnetism."
magnificent,B2,adjective,งดงาม,"Grand, elegant or splendid in appearance."
magnitude,C1,noun,ขนาด,"The absolute or relative size, extent or importance of something."
mainland,C1,noun,แผ่นดินใหญ่,"The continent; the principal land, as distinguished from islands or a peninsula."
mainstream,C1,noun/adjective,กระแสหลัก,"The principal current in a flow, such as a river or flow of air"
maintenance,C1,noun,การซ่อมบำรุง,Actions performed to keep some machine or system functioning or in service.
make-up,B2,noun,เครื่องสำอาง,"Made-up, false, imaginary, fabricated."
making,B2,noun,การทำ,"The act of forming, causing, or constituting; workmanship; construction."
mandate,C1,noun,อาณัติ,An official or authoritative command; an order or injunction; a commission; a judicial precept.
mandatory,C1,adjective,บังคับ,"A sign or line that require the path of the disc to be above, below or to one side of it."
manifest,C1,verb,ปรากฏ,A list or invoice of the passengers or goods being carried by a commercial vehicle or ship.
manipulate,C1,verb,จัดการ,"To move, arrange or operate something using the hands"
manipulation,C1,noun,การจัดการ,The practice of manipulating or the state of being manipulated.
manufacture,B2,verb,ผลิต,The action or process of making goods systematically or on a large scale.
manufacturing,B2,noun,การผลิต,"To make things, usually on a large scale, with tools and either physical labor or machinery."
manuscript,C1,noun,ต้นฉบับ,"A book, composition or any other document, written by hand (or manually typewritten), not mechanically reproduced."
marathon,B2,noun,มาราธอน,A 42.195 kilometre (26 mile 385 yard) road race.
march,C1,noun/verb,มีนาคม,"A formal, rhythmic way of walking, used especially by soldiers, bands and in ceremonies."
margin,B2,noun,ระยะขอบ,"The edge of the paper, typically left blank when printing but sometimes used for annotations etc."
marginal,C1,adjective,ขอบเขต,Something that is marginal.
marine,C1,adjective,ทางทะเล,"A soldier, normally a member of a marine corps, trained to serve on board or from a ship"
marker,B2,noun,เครื่องหมาย,An object used to mark a location.
marketplace,C1,noun,ตลาด,An open area in a town housing a public market.
martial,B2,adjective,ศิลปะการต่อสู้,A person under the astrological influence of the planet Mars.
mask,C1,noun,หน้ากาก,"A cover, or partial cover, for the face, used for disguise or protection."
massacre,C1,noun,การสังหารหมู่,"The killing of a considerable number (usually limited to people) where little or no resistance can be made, with indiscriminate violence, without necessity, and contrary to civilized norms."
mate,B2,noun/verb,เพื่อน,"A fellow, comrade, colleague, partner or someone with whom something is shared, e.g. shipmate, classmate."
mathematical,C1,adjective,คณิตศาสตร์,"Of, or relating to mathematics"
mature,C1,adjective,โตเต็มที่,"Fully developed; grown up in terms of physical appearance, behaviour or thinking; ripe."
maximize,C1,verb,เพิ่มสูงสุด,To make as large as possible
mayor,B2,noun,นายกเทศมนตรี,"The chief executive of the municipal government of a city, borough, &c., formerly usually appointed as a caretaker by European royal courts but now usually appointed or elected locally."
meaningful,C1,adjective,มีความหมาย,"Having meaning, significant."
meantime,C1,noun,ในระหว่างนี้,The time spent waiting for another event; time in between.
mechanic,B2,noun,ช่างเครื่อง,A manual worker; a labourer or artisan.
mechanical,B2,adjective,กลไก,Manually created layout of artwork that is camera ready for photographic reproduction.
mechanism,B2,noun,กลไก,"(within a machine or machinery) Any mechanical means for the conversion or control of motion, or the transmission or control of power."
medal,B2,noun,เหรียญ,"A stamped metal disc used as a personal ornament, a charm, or a religious object."
medication,B2,noun,ยา,"A medicine, or all the medicines regularly taken by a patient."
medieval,C1,adjective,ยุคกลาง,Someone living in the Middle Ages.
meditation,C1,noun,การทำสมาธิ,"A devotional exercise of, or leading to contemplation."
melody,C1,noun,ทำนอง,a tune; a series of musical notes that form the main part of a piece of music and are pleasant to listen to
membership,B2,noun,การเป็นสมาชิก,The state of being a member of a group or organization.
memo,C1,noun,บันทึก,A short note; a memorandum.
memoir,C1,noun,บันทึกความทรงจำ,An autobiography; a book describing the personal experiences of an author.
memorable,B2,adjective,น่าจดจำ,Worthy to be remembered; very important or remarkable.
memorial,C1,noun,อนุสรณ์,Memory; recollection.
mentor,C1,noun,ที่ปรึกษา,A wise and trusted counselor or teacher
merchant,C1,noun,พ่อค้า,A person who traffics in commodities for profit.
mercy,C1,noun,ความเมตตา,Relenting; forbearance to cause or allow harm to another.
mere,C1,adjective,เพียงแค่,"A body of standing water, such as a lake or a pond. More specifically, it can refer to a lake that is broad in relation to its depth. Also included in place names such as Windermere."
merely,C1,adverb,เพียงแค่,"Wholly, entirely."
merge,C1,verb,ผสาน,The joining together of multiple sources.
merger,C1,noun,การควบรวมกิจการ,One that merges.
merit,C1,noun,บุญ,A claim to commendation or a reward.
metaphor,B2,noun,อุปมาอุปไมย,"The use of a word or phrase to refer to something that it is not, invoking a direct similarity between the word or phrase used and the thing described (but in the case of English without the words like or as, since use of those words would imply a simile); the word or phrase used in this way; an implied comparison."
methodology,C1,noun,ระเบียบวิธี,(originally science) The study of methods used in a field.
midst,C1,noun,ท่ามกลาง,A place in the middle of something; may be used of a literal or metaphorical location.
migration,C1,noun,การย้ายถิ่นฐาน,An instance of moving to live in another place for a while.
militant,C1,noun/adjective,นักรบ,"A soldier, a combatant."
militia,C1,noun,กองกำลังติดอาวุธ,"An army of trained civilians, which may be an official reserve army, called upon in time of need, the entire able-bodied population of a state which may also be called upon, or a private force not under government control."
mill,C1,noun,โรงงาน,"A grinding apparatus for substances such as grains, seeds, etc."
miner,B2,noun,คนงานเหมือง,A person who works in a mine.
minimal,C1,adjective,น้อยที่สุด,"The smallest possible amount, quantity, or degree."
minimize,C1,verb,ลดให้น้อยที่สุด,To make (something) as small or as insignificant as possible.
mining,C1,noun,การทำเหมือง,To remove (ore) from the ground.
ministry,C1,noun,กระทรวง,"Government department, at the administrative level normally headed by a minister (or equivalent rank, e.g. secretary of state), who holds it as portfolio, especially in a constitutional monarchy, but also as a polity"
minute2,C1,adjective,"เล็กมาก, ละเอียดมาก",extremely small; giving very careful attention to every small detail
miracle,C1,noun,ความมหัศจรรย์,An event that appears inexplicable by the laws of nature and so is held to be supernatural in origin.
miserable,B2,adjective,น่าเวทนา,A miserable person; a wretch.
misery,C1,noun,ความทุกข์ยาก,Great unhappiness; extreme pain of body or mind; wretchedness; distress; woe.
misleading,C1,adjective,ทำให้เข้าใจผิด,"To lead astray, in a false direction."
missile,C1,noun,ขีปนาวุธ,"Any object used as a weapon by being thrown or fired through the air, such as stone, arrow or bullet."
mob,C1,noun,ม็อบ,A large or disorderly group of people; especially one bent on riotous or destructive action.
mobility,C1,noun,ความคล่องตัว,The ability to move; capacity for movement.
mobilize,C1,verb,ระดมพล,To make something mobile.
mode,B2,noun,โหมด,One of several ancient Greek scales.
moderate,C1,adjective,ปานกลาง,"One who holds an intermediate position between extremes, as in politics."
modest,B2,adjective,เจียมเนื้อเจียมตัว,"Not bragging or boasting about oneself or one's achievements; unpretentious, humble."
modification,C1,noun,การแก้ไข,"The form of existence belonging to a particular object, entity etc.; a mode of being."
momentum,C1,noun,โมเมนตัม,Of a body in motion: the tendency of a body to maintain its inertial motion; the product of its mass and velocity.
monk,C1,noun,พระภิกษุ,A male member of a monastic order who has devoted his life for religious service.
monopoly,C1,noun,การผูกขาด,"A situation, by legal privilege or other agreement, in which solely one party (company, cartel etc.) exclusively provides a particular product or service, dominating that market and generally exerting powerful control over it."
monster,B2,noun,มอนสเตอร์,A terrifying and dangerous creature.
monthly,B2,adjective,รายเดือน,A publication that is published once a month.
monument,B2,noun,อนุสาวรีย์,"A structure built for commemorative or symbolic reasons, or as a memorial; a commemoration."
morality,C1,noun,ศีลธรรม,Recognition of the distinction between good and evil or between right and wrong; respect for and obedience to the rules of right conduct; the mental disposition or characteristic of behaving in a manner intended to produce morally good results.
moreover,B2,adverb,นอกจากนี้,In addition to what has been said; furthermore; additionally.
mortgage,B2,noun,จำนอง,"A special form of secured loan where the purpose of the loan must be specified to the lender, to purchase assets that must be fixed (not movable) property, such as a house or piece of farm land. The assets are registered as the legal property of the borrower but the lender can seize them and dispose of them if they are not satisfied with the manner in which the repayment of the loan is conducted by the borrower. Once the loan is fully repaid, the lender loses this right of seizure and the assets are then deemed to be unencumbered."
mosque,B2,noun,มัสยิด,"A place of worship for Muslims, often having at least one minaret; a masjid."
motion,B2,noun,การเคลื่อนไหว,A state of progression from one place to another.
motivate,B2,verb,กระตุ้น,To provide someone with an incentive to do something; to encourage.
motivation,B2,noun,แรงจูงใจ,Willingness of action especially in behavior.
motive,C1,noun,แรงจูงใจ,"An idea or communication that makes one want to act, especially from spiritual sources; a divine prompting."
motorist,C1,noun,ผู้ขับขี่รถยนต์,One who drives a motor vehicle.
moving,B2,adjective,ย้าย,"To change place or posture; to go, in any manner, from one place or position to another."
municipal,C1,adjective,เทศบาล,connected with the local government of a town or city
mutual,C1,adjective,ซึ่งกันและกัน,A mutual fund.
myth,B2,noun,ตำนาน,"A traditional story which embodies a belief regarding some fact or phenomenon of experience, and in which often the forces of nature and of the soul are personified; a sacred narrative regarding a god, a hero, the origin of the world or of a people, etc."
naked,B2,adjective,เปลือย,"Bare, not covered by clothing."
namely,C1,adverb,กล่าวคือ,Specifically; that is to say.
nasty,B2,adjective,น่ารังเกียจ,Something nasty.
nationwide,C1,adjective,ทั่วประเทศ,Extending throughout an entire nation.
naval,C1,adjective,กองทัพเรือ,Of or relating to a navy.
navigation,B2,noun,การนำทาง,"The theory, practice and technology of charting a course for a ship, aircraft or spaceship or (colloquially) road vehicle."
nearby,B2,adjective,ใกล้เคียง,"Adjacent, near, close by"
necessity,B2,noun,ความจำเป็น,"The quality or state of being necessary, unavoidable, or absolutely requisite."
neglect,C1,verb/noun,ละเลย,The act of neglecting.
negotiate,B2,verb,ต่อรอง,To confer with others in order to come to terms or reach an agreement.
negotiation,B2,noun,การเจรจา,The process of achieving agreement through discussion.
neighbouring,C1,adjective,ใกล้เคียง,Situated or living nearby or adjacent to.
nest,C1,noun,รัง,A structure built by a bird as a place to incubate eggs and rear young.
net,C1,adjective,สุทธิ,remaining after taxes or other amounts have been taken away; the final amount
neutral,B2,adjective,เป็นกลาง,"A nonaligned state, or a member of such a state."
newly,B2,adverb,ใหม่,Very recently; in the immediate past.
newsletter,C1,noun,จดหมายข่าว,"A periodically sent publication containing current events or the like, generally on a particular topic or geared toward a limited audience."
niche,C1,noun,ซอก,"A cavity, hollow, or recess, generally within the thickness of a wall, for a statue, bust, or other erect ornament. Hence, any similar position, literal or figurative."
noble,C1,adjective,ขุนนาง,An aristocrat; one of aristocratic blood.
nod,C1,verb,พยักหน้า,"An instance of inclining the head up and down, as to indicate agreement, or as a cursory greeting."
nominate,C1,verb,เสนอชื่อ,"To name someone as a candidate for a particular role or position, including that of an office."
nomination,C1,noun,การเสนอชื่อ,An act or instance of nominating.
nominee,C1,noun,ผู้ได้รับการเสนอชื่อ,"A person named, or designated, by another, to any office, duty, or position; one nominated, or proposed, by others for office or for election to office."
non-profit,C1,adjective,องค์กรไม่แสวงหาผลกำไร,"An organization that exists for reasons other than to make a profit, such as a charitable, educational or service organization."
nonetheless,C1,adverb,อย่างไรก็ตาม,Nevertheless.
nonsense,C1,noun,เรื่องไร้สาระ,"Letters or words, in writing or speech, that have no meaning or pattern or seem to have no meaning."
noon,C1,noun,กลางวัน,The ninth hour of the day counted from sunrise; around three o'clock in the afternoon.
norm,B2,noun,บรรทัดฐาน,That which is normal or typical.
notable,C1,adjective,เด่น,A person or thing of distinction.
notably,C1,adverb,โดยเฉพาะอย่างยิ่ง,(focus) As a pointed example; in a notable manner.
notebook,B2,noun,สมุดบันทึก,A book in which notes or memoranda are written.
notify,C1,verb,แจ้ง,To give (someone) notice (of some event).
notorious,C1,adjective,มีชื่อเสียงฉาวโฉ่,"Widely known, especially for something negative; infamous."
novel,C1,adjective,นิยาย,"Newly made, formed or evolved; having no precedent; of recent origin; new."
novelist,B2,noun,นักเขียนนวนิยาย,An author of novels.
nowadays,B2,adverb,ทุกวันนี้,At the present time; in the current era.
nursery,C1,noun,สถานรับเลี้ยงเด็ก,A place where nursing or the raising of children is carried on.
nursing,B2,adjective,การพยาบาล,To breastfeed: to feed (a baby) at the breast; to suckle.
nutrition,B2,noun,โภชนาการ,The organic process by which an organism assimilates food and uses it for growth and maintenance.
obesity,B2,noun,โรคอ้วน,The state of being obese due to an excess of body fat.
objection,C1,noun,การคัดค้าน,The act of objecting.
oblige,C1,verb,บังคับ,"To constrain someone by force or by social, moral or legal means."
observer,B2,noun,ผู้สังเกตการณ์,"One who makes observations, monitors or takes notice"
obsess,C1,verb,ครอบงำ,"(passive, constructed with ""with"") To be preoccupied with a single topic or emotion."
obsession,C1,noun,ความหมกมุ่น,A compulsive or irrational preoccupation.
obstacle,B2,noun,อุปสรรค,"Something that impedes, stands in the way of, or holds up progress"
occasional,C1,adjective,เป็นครั้งคราว,A person who does something only occasionally.
occupation,B2,noun,อาชีพ,"An activity or task with which one occupies oneself; usually specifically the productive activity, service, trade, or craft for which one is regularly paid; a job."
occupy,B2,verb,ครอบครอง,(of time) To take or use.
occurrence,C1,noun,การเกิดขึ้น,An actual instance when a situation occurs; an event or happening.
odds,C1,noun,อัตราต่อรอง,(diminutive) An odd number.
offender,B2,noun,ผู้กระทำผิด,"One who gives or causes offense, or does something wrong."
offering,C1,noun,เสนอ,To propose or express one's willingness (to do something).
offspring,C1,noun,ลูกหลาน,A person's daughter(s) and/or son(s); a person's children.
ongoing,B2,adjective,ต่อเนื่อง,"To be ongoing (occurring, happening); to last, proceed or continue."
openly,B2,adverb,เปิดเผย,"In an open manner, visibly, not covertly."
opera,B2,noun,โอเปร่า,"A theatrical work, combining drama, music, song and sometimes dance."
operational,C1,adjective,การดำเนินงาน,"Of or relating to operations, especially military operations."
operator,B2,noun,ผู้ดำเนินการ,a person who operates a piece of equipment or a machine; a company that runs a particular business service
opt,C1,verb,เลือก,To choose; select.
optical,C1,adjective,ออปติคอล,connected with the eyes or the sense of sight; using light to carry information
optimism,C1,noun,การมองโลกในแง่ดี,"A tendency to expect the best, or at least, a favourable outcome"
optimistic,B2,adjective,มองโลกในแง่ดี,Expecting the best in all possible ways.
oral,C1,adjective,ช่องปาก,"A spoken test or examination, particularly in a language class."
orchestra,B2,noun,วงออร์เคสตรา,"A large group of musicians who play together on various instruments, usually including some from strings, woodwind, brass and/or percussion; the instruments played by such a group."
organic,B2,adjective,อินทรีย์,An organic compound.
organizational,C1,adjective,องค์กร,"Of, relating to, or produced by an organization."
orientation,C1,noun,ปฐมนิเทศ,The determination of the relative position of something or someone.
originate,C1,verb,กำเนิด,"To cause to be, to bring into existence; to produce, initiate."
outbreak,C1,noun,การระบาด,"An eruption; the sudden appearance of a rash, disease, etc."
outfit,B2,noun,ชุดเสื้อผ้า,A set of clothing (with accessories).
outing,C1,noun,ออกไปข้างนอก,To eject; to expel.
outlet,C1,noun,เอาท์เล็ต,A vent or similar passage to allow the escape of something.
outlook,C1,noun,แนวโน้ม,A place from which something can be viewed.
